,event_number,time,event_condition,event_time,event_wait,event_volume,event_action,valve_state,energy_use,water_use,tempering_water_use,      boiler_1_1,boiler_1_2,boiler_1_3,boiler_1_4,boiler_1_5,boiler_1_6,boiler_1_7,boiler_1_8,boiler_1_9,boiler_1_10,boiler_1_11,boiler_1_12,      boiler_2_1,boiler_2_2,boiler_2_3,boiler_2_4,boiler_2_5,boiler_2_6,boiler_2_7,boiler_2_8,boiler_2_9,boiler_2_10,boiler_2_11,boiler_2_12,      boiler_3_1,boiler_3_2,boiler_3_3,boiler_3_4,boiler_3_5,boiler_3_6,boiler_3_7,boiler_3_8,boiler_3_9,boiler_3_10,boiler_3_11,boiler_3_12,      boiler_4_1,boiler_4_2,boiler_4_3,boiler_4_4,boiler_4_5,boiler_4_6,boiler_4_7,boiler_4_8,boiler_4_9,boiler_4_10,boiler_4_11,boiler_4_12,      inlet_temp_strap,inlet_temp_probe,outlet_temp_strap,outlet_temp_probe,thermostat_temp,ambient_temp,tempering_temp,other
100,3,14:31:43 28/6/24,time,14:32:0 28/6/24,,,,open,93.75,39.00,0.00,110.00,110.00,0.00,0.00,0.00,71.57,0.00,0.00,0.00,0.00,67.57,110.00,110.00,110.00,72.23,110.00,110.00,110.00,0.00,35.50,110.00,25.03,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.30,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,18.71,22.26,-11.61,34.84,29.03,19.03,18.71,
101,3,14:31:44 28/6/24,time,14:32:0 28/6/24,,,,open,94.37,39.50,0.00,110.00,110.00,0.00,0.00,0.00,71.63,0.00,0.00,0.00,0.00,67.80,110.00,110.00,110.00,72.13,110.00,110.00,110.00,0.00,35.47,110.00,25.23,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.13,110.00,110.00,0.00,110.00,0.00,67.47,101.27,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.35,18.71,11.94,33.87,29.03,19.03,18.39,
102,3,14:31:45 28/6/24,time,14:32:0 28/6/24,,,,open,95.62,40.00,0.00,110.00,110.00,0.00,0.00,0.00,72.03,0.00,0.00,0.00,0.00,67.73,110.00,110.00,110.00,72.20,110.00,110.00,110.00,0.00,35.10,110.00,25.23,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.50,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,20.00,-50.00,33.87,28.71,19.35,19.68,
103,3,14:31:46 28/6/24,time,14:32:0 28/6/24,,,,open,96.25,40.50,0.00,110.00,110.00,0.00,0.00,0.00,71.77,0.00,0.00,0.00,0.00,68.47,110.00,110.00,110.00,72.13,110.00,110.00,110.00,0.00,35.37,110.00,25.33,110.00,110.00,110.00,110.00,110.00,99.30,110.00,110.00,110.00,0.00,110.00,71.23,110.00,110.00,0.00,110.00,0.00,67.47,101.50,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.65,20.65,-50.00,33.87,28.71,19.03,17.74,
104,3,14:31:47 28/6/24,time,14:32:0 28/6/24,,,,open,96.87,41.00,0.00,110.00,110.00,0.00,0.00,0.00,71.40,0.00,0.00,0.00,0.00,68.83,110.00,110.00,110.00,72.37,110.00,110.00,110.00,0.00,35.13,110.00,25.20,110.00,110.00,110.00,110.00,110.00,99.27,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.43,101.20,110.00,110.00,110.00,110.00,110.00,110.00,110.00,24.19,23.23,5.16,33.55,28.71,19.03,18.39,
105,3,14:31:48 28/6/24,time,14:32:0 28/6/24,,,,open,98.12,41.00,0.00,110.00,110.00,0.00,0.00,0.00,71.80,0.00,0.00,0.00,0.00,68.97,110.00,110.00,110.00,72.33,110.00,110.00,110.00,0.00,35.13,110.00,25.37,110.00,110.00,110.00,110.00,110.00,99.27,110.00,110.00,110.00,0.00,110.00,71.17,110.00,110.00,0.00,110.00,0.00,67.40,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.00,20.97,-50.00,33.87,28.39,19.03,18.71,
106,3,14:31:49 28/6/24,time,14:32:0 28/6/24,,,,open,98.75,41.50,0.00,110.00,110.00,0.00,0.00,0.00,71.90,0.00,0.00,0.00,0.00,69.07,110.00,110.00,110.00,72.37,110.00,110.00,110.00,0.00,35.23,110.00,25.53,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.17,110.00,110.00,0.00,110.00,0.00,67.47,101.50,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.65,20.32,-28.06,33.87,28.71,19.35,18.39,
107,3,14:31:50 28/6/24,time,14:32:0 28/6/24,,,,open,99.37,42.00,0.00,110.00,110.00,0.00,0.00,0.00,71.53,0.00,0.00,0.00,0.00,68.80,110.00,110.00,110.00,72.33,110.00,110.00,110.00,0.00,35.30,110.00,25.47,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.27,101.43,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,20.97,-50.00,33.23,28.71,19.03,20.32,
108,3,14:31:51 28/6/24,time,14:32:0 28/6/24,,,,open,100.62,42.50,0.00,110.00,110.00,0.00,0.00,0.00,72.43,0.00,0.00,0.00,0.00,68.23,110.00,110.00,110.00,72.13,110.00,110.00,110.00,0.00,34.80,110.00,25.30,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.13,110.00,110.00,0.00,110.00,0.00,67.40,101.53,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.65,20.32,-50.00,33.87,28.71,18.71,18.71,
109,3,14:31:52 28/6/24,time,14:32:0 28/6/24,,,,open,101.25,43.00,0.00,110.00,110.00,0.00,0.00,0.00,72.57,0.00,0.00,0.00,0.00,68.57,110.00,110.00,110.00,72.20,110.00,110.00,110.00,0.00,34.97,110.00,25.53,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.00,110.00,110.00,0.00,110.00,0.00,67.50,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.65,20.65,-50.00,33.55,28.39,19.03,18.39,
110,3,14:31:53 28/6/24,time,14:32:0 28/6/24,,,,open,101.87,43.50,0.00,110.00,110.00,0.00,0.00,0.00,72.00,0.00,0.00,0.00,0.00,68.77,110.00,110.00,110.00,72.33,110.00,110.00,110.00,0.00,34.93,110.00,25.40,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.23,110.00,110.00,0.00,110.00,0.00,67.47,101.53,110.00,110.00,110.00,110.00,110.00,110.00,110.00,21.29,21.29,-6.45,32.90,28.39,19.03,18.39,
111,3,14:31:54 28/6/24,time,14:32:0 28/6/24,,,,open,103.12,44.00,0.00,110.00,110.00,0.00,0.00,0.00,72.10,0.00,0.00,0.00,0.00,67.67,110.00,110.00,110.00,72.23,110.00,110.00,110.00,0.00,34.93,110.00,25.33,110.00,110.00,110.00,110.00,110.00,99.03,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.43,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.97,18.71,-5.81,33.55,28.06,19.35,18.71,
112,3,14:31:55 28/6/24,time,14:32:0 28/6/24,,,,open,103.75,44.50,0.00,110.00,110.00,0.00,0.00,0.00,72.03,0.00,0.00,0.00,0.00,67.87,110.00,110.00,110.00,71.80,110.00,110.00,110.00,0.00,34.83,110.00,25.13,110.00,110.00,110.00,110.00,110.00,98.93,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.47,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,22.58,-45.48,33.55,29.03,19.35,18.39,
113,3,14:31:56 28/6/24,time,14:32:0 28/6/24,,,,open,104.37,44.50,0.00,110.00,110.00,0.00,0.00,0.00,72.10,0.00,0.00,0.00,0.00,68.17,110.00,110.00,110.00,72.23,110.00,110.00,110.00,0.00,34.70,110.00,25.40,110.00,110.00,110.00,110.00,110.00,99.37,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.43,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,18.06,23.87,10.32,33.23,28.39,19.35,17.74,
114,3,14:31:57 28/6/24,time,14:32:0 28/6/24,,,,open,105.62,45.00,0.00,110.00,110.00,0.00,0.00,0.00,71.13,0.00,0.00,0.00,0.00,68.50,110.00,110.00,110.00,72.40,110.00,110.00,110.00,0.00,34.80,110.00,25.20,110.00,110.00,110.00,110.00,110.00,99.00,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.40,101.43,110.00,110.00,110.00,110.00,110.00,110.00,110.00,23.55,23.23,10.32,33.23,28.06,19.35,18.06,
115,3,14:31:58 28/6/24,time,14:32:0 28/6/24,,,,open,106.25,45.50,0.00,110.00,110.00,0.00,0.00,0.00,71.20,0.00,0.00,0.00,0.00,68.17,110.00,110.00,110.00,72.23,110.00,110.00,110.00,0.00,34.90,110.00,25.23,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.37,101.50,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.35,24.19,13.55,33.55,27.74,19.35,18.71,
116,3,14:31:59 28/6/24,time,14:32:0 28/6/24,,,,open,106.87,46.00,0.00,110.00,110.00,0.00,0.00,0.00,71.97,0.00,0.00,0.00,0.00,68.10,110.00,110.00,110.00,72.10,110.00,110.00,110.00,0.00,34.83,110.00,25.20,110.00,110.00,110.00,110.00,110.00,98.87,110.00,110.00,110.00,0.00,110.00,71.00,110.00,110.00,0.00,110.00,0.00,67.37,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.97,18.71,4.19,33.23,28.71,19.35,18.39,
117,3,14:32:0 28/6/24,time,14:32:0 28/6/24,,,,open,108.12,46.50,0.00,110.00,110.00,0.00,0.00,0.00,71.27,0.00,0.00,0.00,0.00,68.77,110.00,110.00,110.00,72.27,110.00,110.00,110.00,0.00,34.73,110.00,25.23,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.20,110.00,110.00,0.00,110.00,0.00,67.47,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,21.29,11.94,34.19,28.06,19.35,18.71,
118,4,14:32:1 28/6/24,time,14:35:0 28/6/24,,,,closed,108.75,47.00,0.00,110.00,110.00,0.00,0.00,0.00,71.33,0.00,0.00,0.00,0.00,68.77,110.00,110.00,110.00,72.10,110.00,110.00,110.00,0.00,34.43,110.00,25.27,110.00,110.00,110.00,110.00,110.00,99.27,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.57,101.53,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.65,21.29,-50.00,33.55,28.06,19.35,18.39,
119,4,14:32:2 28/6/24,time,14:35:0 28/6/24,,,,closed,109.37,47.50,0.00,110.00,110.00,0.00,0.00,0.00,71.37,0.00,0.00,0.00,0.00,69.03,110.00,110.00,110.00,72.17,110.00,110.00,110.00,0.00,34.50,110.00,25.30,110.00,110.00,110.00,110.00,110.00,99.37,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.50,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.65,20.00,-41.61,33.23,27.74,19.03,18.71,
120,4,14:32:3 28/6/24,time,14:35:0 28/6/24,,,,closed,110.62,47.50,0.00,110.00,110.00,0.00,0.00,0.00,71.10,0.00,0.00,0.00,0.00,68.93,110.00,110.00,110.00,72.23,110.00,110.00,110.00,0.00,34.53,110.00,25.23,110.00,110.00,110.00,110.00,110.00,98.83,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.50,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,20.65,-25.81,34.19,28.06,19.03,18.71,
121,4,14:32:4 28/6/24,time,14:35:0 28/6/24,,,,closed,111.25,48.00,0.00,110.00,110.00,0.00,0.00,0.00,71.30,0.00,0.00,0.00,0.00,69.03,110.00,110.00,110.00,72.30,110.00,110.00,110.00,0.00,34.47,110.00,25.27,110.00,110.00,110.00,110.00,110.00,99.37,110.00,110.00,110.00,0.00,110.00,71.23,110.00,110.00,0.00,110.00,0.00,67.47,101.53,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,17.74,5.16,33.23,27.74,19.03,18.71,
122,4,14:32:5 28/6/24,time,14:35:0 28/6/24,,,,closed,111.87,48.00,0.00,110.00,110.00,0.00,0.00,0.00,71.43,0.00,0.00,0.00,0.00,68.70,110.00,110.00,110.00,72.17,110.00,110.00,110.00,0.00,34.43,110.00,25.07,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.03,110.00,110.00,0.00,110.00,0.00,67.37,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,20.00,-50.00,33.23,27.74,19.68,18.39,
123,4,14:32:6 28/6/24,time,14:35:0 28/6/24,,,,closed,113.12,48.00,0.00,110.00,110.00,0.00,0.00,0.00,70.90,0.00,0.00,0.00,0.00,68.33,110.00,110.00,110.00,72.27,110.00,110.00,110.00,0.00,34.37,110.00,25.13,110.00,110.00,110.00,110.00,110.00,99.00,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.47,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,18.06,19.68,11.94,33.23,28.06,19.35,18.39,
124,4,14:32:7 28/6/24,time,14:35:0 28/6/24,,,,closed,113.75,48.00,0.00,110.00,110.00,0.00,0.00,0.00,71.03,0.00,0.00,0.00,0.00,68.17,110.00,110.00,110.00,72.30,110.00,110.00,110.00,0.00,34.20,110.00,24.90,110.00,110.00,110.00,110.00,110.00,99.00,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.43,101.53,110.00,110.00,110.00,110.00,110.00,110.00,110.00,23.87,18.71,12.26,32.58,27.74,19.03,18.06,
125,4,14:32:8 28/6/24,time,14:35:0 28/6/24,,,,closed,114.37,48.00,0.00,110.00,110.00,0.00,0.00,0.00,70.73,0.00,0.00,0.00,0.00,67.87,110.00,110.00,110.00,72.30,110.00,110.00,110.00,0.00,34.27,110.00,25.00,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.43,101.50,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,20.97,-50.00,32.90,28.06,19.35,18.71,
126,4,14:32:9 28/6/24,time,14:35:0 28/6/24,,,,closed,115.62,48.00,0.00,110.00,110.00,0.00,0.00,0.00,71.40,0.00,0.00,0.00,0.00,68.53,110.00,110.00,110.00,72.17,110.00,110.00,110.00,0.00,33.80,110.00,25.00,110.00,110.00,110.00,110.00,110.00,98.60,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.70,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,20.97,-50.00,32.90,28.39,19.35,18.06,
127,4,14:32:10 28/6/24,time,14:35:0 28/6/24,,,,closed,116.25,48.00,0.00,110.00,110.00,0.00,0.00,0.00,71.20,0.00,0.00,0.00,0.00,68.60,110.00,110.00,110.00,72.27,110.00,110.00,110.00,0.00,33.63,110.00,25.13,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.23,110.00,110.00,0.00,110.00,0.00,67.53,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.65,21.94,-50.00,33.23,27.74,19.03,18.06,
128,4,14:32:11 28/6/24,time,14:35:0 28/6/24,,,,closed,116.87,48.00,0.00,110.00,110.00,0.00,0.00,0.00,70.83,0.00,0.00,0.00,0.00,68.83,110.00,110.00,110.00,72.23,110.00,110.00,110.00,0.00,33.73,110.00,25.07,110.00,110.00,110.00,110.00,110.00,99.27,110.00,110.00,110.00,0.00,110.00,71.13,110.00,110.00,0.00,110.00,0.00,67.50,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.00,20.32,-50.00,33.23,28.06,19.35,18.71,
129,4,14:32:12 28/6/24,time,14:35:0 28/6/24,,,,closed,118.12,48.00,0.00,110.00,110.00,0.00,0.00,0.00,70.93,0.00,0.00,0.00,0.00,67.47,110.00,110.00,110.00,72.13,110.00,110.00,110.00,0.00,33.43,110.00,24.87,110.00,110.00,110.00,110.00,110.00,99.13,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.37,101.53,110.00,110.00,110.00,110.00,110.00,110.00,110.00,21.94,19.03,-2.58,33.23,27.74,19.03,18.39,
130,4,14:32:13 28/6/24,time,14:35:0 28/6/24,,,,closed,118.75,48.00,0.00,110.00,110.00,0.00,0.00,0.00,71.00,0.00,0.00,0.00,0.00,67.50,110.00,110.00,110.00,71.90,110.00,110.00,110.00,0.00,33.50,110.00,24.87,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.50,101.37,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.03,19.03,-10.65,33.23,27.42,19.35,18.39,
131,4,14:32:14 28/6/24,time,14:35:0 28/6/24,,,,closed,119.37,48.00,0.00,110.00,110.00,0.00,0.00,0.00,70.57,0.00,0.00,0.00,0.00,67.83,110.00,110.00,110.00,72.07,110.00,110.00,110.00,0.00,33.27,110.00,24.80,110.00,110.00,110.00,110.00,110.00,98.93,110.00,110.00,110.00,0.00,110.00,71.03,110.00,110.00,0.00,110.00,0.00,67.50,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,17.74,22.58,11.94,33.87,27.42,20.00,19.03,
132,4,14:32:15 28/6/24,time,14:35:0 28/6/24,,,,closed,120.62,48.00,0.00,110.00,110.00,0.00,0.00,0.00,70.00,0.00,0.00,0.00,0.00,68.90,110.00,110.00,110.00,72.33,110.00,110.00,110.00,0.00,33.33,110.00,25.03,110.00,110.00,110.00,110.00,110.00,99.30,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.27,101.50,110.00,110.00,110.00,110.00,110.00,110.00,110.00,18.06,22.26,11.94,33.87,27.42,19.03,18.06,
133,4,14:32:16 28/6/24,time,14:35:0 28/6/24,,,,closed,121.25,48.00,0.00,110.00,110.00,0.00,0.00,0.00,70.33,0.00,0.00,0.00,0.00,68.47,110.00,110.00,110.00,72.23,110.00,110.00,110.00,0.00,33.07,110.00,25.03,110.00,110.00,110.00,110.00,110.00,98.77,110.00,110.00,110.00,0.00,110.00,71.03,110.00,110.00,0.00,110.00,0.00,67.47,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,20.65,12.58,32.58,27.74,19.03,18.06,
134,4,14:32:17 28/6/24,time,14:35:0 28/6/24,,,,closed,121.87,48.00,0.00,110.00,110.00,0.00,0.00,0.00,70.23,0.00,0.00,0.00,0.00,68.40,110.00,110.00,110.00,72.10,110.00,110.00,110.00,0.00,33.10,110.00,25.00,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,70.97,110.00,110.00,0.00,110.00,0.00,67.43,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.97,21.29,-50.00,35.16,27.74,19.35,18.71,
135,4,14:32:18 28/6/24,time,14:35:0 28/6/24,,,,closed,123.12,48.00,0.00,110.00,110.00,0.00,0.00,0.00,70.63,0.00,0.00,0.00,0.00,68.50,110.00,110.00,110.00,72.10,110.00,110.00,110.00,0.00,32.63,110.00,25.10,110.00,110.00,110.00,110.00,110.00,99.30,110.00,110.00,110.00,0.00,110.00,71.03,110.00,110.00,0.00,110.00,0.00,67.50,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.97,19.68,-50.00,33.23,27.42,19.35,18.06,
136,4,14:32:19 28/6/24,time,14:35:0 28/6/24,,,,closed,123.75,48.00,0.00,110.00,110.00,0.00,0.00,0.00,70.63,0.00,0.00,0.00,0.00,68.20,110.00,110.00,110.00,72.03,110.00,110.00,110.00,0.00,32.53,110.00,25.10,110.00,110.00,110.00,110.00,110.00,98.97,110.00,110.00,110.00,0.00,110.00,71.23,110.00,110.00,0.00,110.00,0.00,67.50,101.20,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,20.65,-50.00,32.58,27.74,19.03,18.06,
137,4,14:32:20 28/6/24,time,14:35:0 28/6/24,,,,closed,124.37,48.00,0.00,110.00,110.00,0.00,0.00,0.00,70.47,0.00,0.00,0.00,0.00,68.57,110.00,110.00,110.00,72.00,110.00,110.00,110.00,0.00,32.43,110.00,25.23,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.67,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,15.81,20.65,7.74,33.23,27.42,19.35,18.71,
138,4,14:32:21 28/6/24,time,14:35:0 28/6/24,,,,closed,125.62,48.00,0.00,110.00,110.00,0.00,0.00,0.00,69.97,0.00,0.00,0.00,0.00,67.90,110.00,110.00,110.00,72.20,110.00,110.00,110.00,0.00,32.57,110.00,25.00,110.00,110.00,110.00,110.00,110.00,99.00,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.47,100.97,110.00,110.00,110.00,110.00,110.00,110.00,110.00,21.61,20.00,14.19,32.58,27.42,19.03,18.06,
139,4,14:32:22 28/6/24,time,14:35:0 28/6/24,,,,closed,126.25,48.00,0.00,110.00,110.00,0.00,0.00,0.00,70.10,0.00,0.00,0.00,0.00,67.80,110.00,110.00,110.00,72.13,110.00,110.00,110.00,0.00,32.57,110.00,25.23,110.00,110.00,110.00,110.00,110.00,99.03,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.47,101.50,110.00,110.00,110.00,110.00,110.00,110.00,110.00,17.10,19.03,11.61,33.23,27.42,19.03,18.71,
140,4,14:32:23 28/6/24,time,14:35:0 28/6/24,,,,closed,126.87,48.00,0.00,110.00,110.00,0.00,0.00,0.00,70.57,0.00,0.00,0.00,0.00,67.70,110.00,110.00,110.00,71.97,110.00,110.00,110.00,0.00,32.33,110.00,25.07,110.00,110.00,110.00,110.00,110.00,98.93,110.00,110.00,110.00,0.00,110.00,71.00,110.00,110.00,0.00,110.00,0.00,67.47,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,16.45,24.84,-50.00,32.90,27.10,19.03,18.71,
141,4,14:32:24 28/6/24,time,14:35:0 28/6/24,,,,closed,128.12,48.00,0.00,110.00,110.00,0.00,0.00,0.00,70.00,0.00,0.00,0.00,0.00,68.63,110.00,110.00,110.00,72.23,110.00,110.00,110.00,0.00,32.17,110.00,25.43,110.00,110.00,110.00,110.00,110.00,99.30,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.57,101.37,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.68,20.97,-50.00,33.55,27.42,19.35,18.06,
142,4,14:32:25 28/6/24,time,14:35:0 28/6/24,,,,closed,128.75,48.00,0.00,110.00,110.00,0.00,0.00,0.00,69.77,0.00,0.00,0.00,0.00,68.43,110.00,110.00,110.00,72.20,110.00,110.00,110.00,0.00,32.07,110.00,25.47,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.10,110.00,110.00,0.00,110.00,0.00,67.47,101.70,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.32,19.35,-50.00,33.23,27.42,19.35,19.03,
143,4,14:32:26 28/6/24,time,14:35:0 28/6/24,,,,closed,129.37,48.00,0.00,110.00,110.00,0.00,0.00,0.00,69.63,0.00,0.00,0.00,0.00,68.80,110.00,110.00,110.00,72.17,110.00,110.00,110.00,0.00,32.07,110.00,25.57,110.00,110.00,110.00,110.00,110.00,99.20,110.00,110.00,110.00,0.00,110.00,71.20,110.00,110.00,0.00,110.00,0.00,67.73,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.00,20.65,-50.00,33.23,27.42,19.03,18.71,
144,4,14:32:27 28/6/24,time,14:35:0 28/6/24,,,,closed,130.62,48.00,0.00,110.00,110.00,0.00,0.00,0.00,70.03,0.00,0.00,0.00,0.00,67.43,110.00,110.00,110.00,72.00,110.00,110.00,110.00,0.00,32.00,110.00,25.37,110.00,110.00,110.00,110.00,110.00,98.77,110.00,110.00,110.00,0.00,110.00,71.03,110.00,110.00,0.00,110.00,0.00,67.47,101.03,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.00,16.13,-10.32,32.58,27.74,19.35,18.39,
145,4,14:32:28 28/6/24,time,14:35:0 28/6/24,,,,closed,131.25,48.00,0.00,110.00,110.00,0.00,0.00,0.00,69.67,0.00,0.00,0.00,0.00,67.47,110.00,110.00,110.00,72.10,110.00,110.00,110.00,0.00,32.00,110.00,25.40,110.00,110.00,110.00,110.00,110.00,98.83,110.00,110.00,110.00,0.00,110.00,71.03,110.00,110.00,0.00,110.00,0.00,67.50,101.60,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.65,17.10,-7.10,32.26,27.10,19.03,18.71,
146,4,14:32:29 28/6/24,time,14:35:0 28/6/24,,,,closed,131.87,48.00,0.00,110.00,110.00,0.00,0.00,0.00,69.87,0.00,0.00,0.00,0.00,67.57,110.00,110.00,110.00,71.90,110.00,110.00,110.00,0.00,31.87,110.00,25.43,110.00,110.00,110.00,110.00,110.00,99.30,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.50,101.37,110.00,110.00,110.00,110.00,110.00,110.00,110.00,20.65,19.68,-16.77,33.23,27.10,19.35,18.71,
147,4,14:32:30 28/6/24,time,14:35:0 28/6/24,,,,closed,133.12,48.00,0.00,110.00,110.00,0.00,0.00,0.00,69.30,0.00,0.00,0.00,0.00,68.47,110.00,110.00,110.00,72.30,110.00,110.00,110.00,0.00,31.97,110.00,25.43,110.00,110.00,110.00,110.00,110.00,99.10,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.33,101.20,110.00,110.00,110.00,110.00,110.00,110.00,110.00,18.71,19.03,12.90,33.23,27.10,19.35,18.71,
148,4,14:32:31 28/6/24,time,14:35:0 28/6/24,,,,closed,133.75,48.00,0.00,110.00,110.00,0.00,0.00,0.00,69.43,0.00,0.00,0.00,0.00,68.17,110.00,110.00,110.00,71.80,110.00,110.00,110.00,0.00,31.83,110.00,25.67,110.00,110.00,110.00,110.00,110.00,99.13,110.00,110.00,110.00,0.00,110.00,71.07,110.00,110.00,0.00,110.00,0.00,67.57,101.27,110.00,110.00,110.00,110.00,110.00,110.00,110.00,19.35,21.94,12.90,32.90,27.10,19.03,18.06,
149,4,14:32:32 28/6/24,time,14:35:0 28/6/24,,,,closed,134.37,48.00,0.00,110.00,110.00,0.00,0.00,0.00,69.17,0.00,0.00,0.00,0.00,68.30,110.00,110.00,110.00,72.30,110.00,110.00,110.00,0.00,32.00,110.00,25.60,110.00,110.00,110.00,110.00,110.00,99.13,110.00,110.00,110.00,0.00,110.00,71.03,110.00,110.00,0.00,110.00,0.00,67.50,101.43,110.00,110.00,110.00,110.00,110.00,110.00,110.00,23.23,21.61,12.58,32.90,27.10,19.03,18.71,
